state,district,assessment_year,annual_recharge_ham_total,annual_extractable_resource_ham_total,annual_extraction_ham_total,stage_of_extraction_pct_total,net_availability_future_use_ham_total,category_derived
ANDAMAN AND NICOBAR ISLANDS,N & M ANDAMAN,2024-2025,16528.260000000002,14875.42,346.11,2.326724220223698,14522.18,Safe
ANDAMAN AND NICOBAR ISLANDS,NICOBAR,2024-2025,11360.78,10224.69,92.6,0.9025207014739992,9819.28,Safe
ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,2024-2025,10797.72,9717.96,347.12,3.5719430827046006,9362.07,Safe
ARUNACHAL PRADESH,ANJAW,2024-2025,0.0,0.0,,,0.0,
ARUNACHAL PRADESH,CHANGLANG,2024-2025,30107.52,27096.75,247.62000000000003,0.9138365302111878,26806.36,Safe
ARUNACHAL PRADESH,DIBANG VALLEY,2024-2025,0.0,0.0,,,0.0,
ARUNACHAL PRADESH,EAST KAMENG,2024-2025,17565.95,15809.36,108.82,0.6883264091652034,15691.77,Safe
ARUNACHAL PRADESH,EAST SIANG,2024-2025,80011.64,71985.0,179.01999999999998,0.2486906994512745,71795.3,Safe
ARUNACHAL PRADESH,KURUNG KUMEY,2024-2025,0.0,0.0,,,0.0,
ARUNACHAL PRADESH,LOHIT,2024-2025,121672.0,109376.97,273.72,0.2502537782862334,109054.75,Safe
ARUNACHAL PRADESH,LOWER DIBANG VALLEY,2024-2025,79625.49,71662.94,248.13,0.3462459117641559,71412.15,Safe
ARUNACHAL PRADESH,LOWER SUBANSIRI,2024-2025,5009.6900000000005,4485.54,39.790000000000006,0.887072682441802,4425.59,Safe
ARUNACHAL PRADESH,PAPUM PARE,2024-2025,10823.98,9593.23,148.68,1.549842962172282,9361.85,Safe
ARUNACHAL PRADESH,TAWANG,2024-2025,0.0,0.0,,,0.0,
ARUNACHAL PRADESH,TIRAP,2024-2025,8668.97,7802.07,55.540000000000006,0.7118623647314112,7739.620000000001,Safe
ARUNACHAL PRADESH,UPPER SIANG,2024-2025,0.0,0.0,,,0.0,
ARUNACHAL PRADESH,UPPER SUBANSIRI,2024-2025,2699.78,2429.81,21.28,0.875788641910273,2405.06,Safe
ARUNACHAL PRADESH,WEST KAMENG,2024-2025,3352.26,3017.04,13.150000000000002,0.4358576618142286,3002.13,Safe
ARUNACHAL PRADESH,WEST SIANG,2024-2025,6199.6,5579.639999999999,8.01,0.1435576488805729,5571.4,Safe
ASSAM,BAKSA,2024-2025,137557.89,124570.51,4481.299999999999,3.597400379913352,119830.44,Safe
ASSAM,BARPETA,2024-2025,90152.41,84134.02,35413.310000000005,42.09154632097694,47562.71,Safe
ASSAM,BONGAIGAON,2024-2025,50673.880000000005,45184.03,16070.11,35.56590680379772,28651.17,Safe
ASSAM,CACHAR,2024-2025,55235.099999999984,45780.28,1435.96,3.1366343761986606,43963.29,Safe
ASSAM,CHIRANG,2024-2025,91412.41,82094.02,2425.61,2.95467319056857,79538.11,Safe
ASSAM,DARRANG,2024-2025,53985.69,49403.59,24662.95,49.92137211081219,24100.24,Safe
ASSAM,DHEMAJI,2024-2025,103935.72,90320.29,4321.6900000000005,4.784849561488344,85596.9,Safe
ASSAM,DHUBRI,2024-2025,99176.55,89765.61,27537.369999999995,30.676970835490337,60631.17,Safe
ASSAM,DIBRUGARH,2024-2025,132597.75,118196.86,4974.799999999999,4.208910456673721,112830.45,Safe
ASSAM,DIMA HASAO,2024-2025,62878.10999999999,56590.28999999999,283.52,0.5010046776575983,56266.02,Safe
ASSAM,GOALPARA,2024-2025,60922.47000000001,53393.2,17377.44,32.54616692762374,35253.44,Safe
ASSAM,GOLAGHAT,2024-2025,106034.24,99320.88999999998,5725.81,5.764960422726781,93281.85,Safe
ASSAM,HAILAKANDI,2024-2025,26388.319999999992,23098.97,546.03,2.3638716358348444,22397.17,Safe
ASSAM,JORHAT,2024-2025,76732.67000000001,64756.14,10261.89,15.846976055089138,54340.16,Safe
ASSAM,KAMRUP,2024-2025,87873.40999999997,78093.38,14958.56,19.154709400463908,62341.740000000005,Safe
ASSAM,KAMRUP (M),2024-2025,16819.92,15408.39,5230.509999999999,33.945856770240106,10098.61,Safe
ASSAM,KARBI ANGLONG,2024-2025,130546.01999999996,117755.33,2592.68,2.201751716886191,114718.69,Safe
ASSAM,KARIMGANJ,2024-2025,42275.76000000001,35753.18,1413.34,3.953046973723736,33944.57,Safe
ASSAM,KOKRAJHAR,2024-2025,160531.21999999997,145008.49999999997,9474.009999999998,6.533417006589269,135429.05,Safe
ASSAM,LAKHIMPUR,2024-2025,85149.82,73091.06,7808.34,10.683030181803357,64741.26,Safe
ASSAM,MORIGAON,2024-2025,42340.98,37438.5,7942.9,21.21586067817888,28746.28,Safe
ASSAM,NAGAON,2024-2025,129096.02999999996,113614.14,40318.45,35.48717615606648,72754.48,Safe
ASSAM,NALBARI,2024-2025,37595.89,33836.29,11498.11,33.98159195349136,22279.81,Safe
ASSAM,SIBSAGAR,2024-2025,97133.4,88201.34,5645.31,6.400480990424862,82357.79,Safe
ASSAM,SONITPUR,2024-2025,153172.06999999995,137144.56,14227.64,10.374192020449078,122125.74000000002,Safe
ASSAM,TINSUKIA,2024-2025,128858.23,114753.5,10796.49,9.4084189153272,103551.16,Safe
ASSAM,UDALGURI,2024-2025,53442.28999999999,47710.65,5717.07,11.98279629390922,41817.99,Safe
BIHAR,ARARIA,2024-2025,154530.66999999998,141181.71,30224.680000000004,21.408353815802347,106233.56,Safe
BIHAR,ARWAL,2024-2025,21129.94,19075.189999999995,10005.15,52.451115821126834,8441.79,Safe
BIHAR,AURANGABAD,2024-2025,131132.11,118753.71000000002,40859.05,34.40654611969596,74440.73000000001,Safe
BIHAR,BANKA,2024-2025,72398.8,65462.85999999999,28061.78,42.866718624881344,34994.369999999995,Safe
BIHAR,BEGUSARAI,2024-2025,56281.560000000005,50653.36,34275.280000000006,67.66635026778086,12668.25,Safe
BIHAR,BHAGALPUR,2024-2025,79788.7,72112.64,33763.57,46.820598996237,35785.11000000001,Safe
BIHAR,BHOJPUR,2024-2025,89435.37,80491.84000000001,40231.420000000006,49.98198575159917,37677.84,Safe
BIHAR,BUXAR,2024-2025,64652.30999999999,58367.22,27668.49,47.40415938946552,29366.649999999998,Safe
BIHAR,DARBHANGA,2024-2025,78109.77,70422.18000000001,41020.09,58.24882160705618,26070.919999999995,Safe
BIHAR,EAST CHAMPARAN,2024-2025,193736.6900000001,176663.16999999998,80394.84,45.50741391089043,87998.3,Safe
BIHAR,GAYA,2024-2025,134680.75000000003,121604.75,67603.76,55.59302576585207,50011.48,Safe
BIHAR,GOPALGANJ,2024-2025,105702.47999999998,95682.65,54790.420000000006,57.26264897554574,38755.91,Safe
BIHAR,JAMUI,2024-2025,49872.76,45012.35999999999,18771.27,41.702479052420266,27211.489999999994,Safe
BIHAR,JEHANABAD,2024-2025,34597.11,31147.61,25547.76,82.02157404693328,5609.31,Semi-Critical
BIHAR,KAIMUR,2024-2025,81825.16000000002,74653.62,32702.04,43.80502914661072,39976.130000000005,Safe
BIHAR,KATIHAR,2024-2025,119702.71000000002,109422.23999999998,46831.3,42.79870344456484,59289.990000000005,Safe
BIHAR,KHAGARIA,2024-2025,47985.62,44158.22,27775.78,62.90058793130701,13714.01,Safe
BIHAR,KISHANGANJ,2024-2025,67996.83,62664.79999999999,22055.2,35.195516462192494,37883.71,Safe
BIHAR,LAKHISARAI,2024-2025,43070.33,38763.27,12461.87,32.14865515731775,25110.06,Safe
BIHAR,MADHEPURA,2024-2025,108651.83,98038.44,36852.17999999999,37.58952100829021,57705.9,Safe
BIHAR,MADHUBANI,2024-2025,143570.03000000003,130736.79999999996,60164.21000000001,46.01933808996397,65670.82,Safe
BIHAR,MUNGER,2024-2025,41904.77,37833.57,13991.859999999995,36.98265852257664,22637.9,Safe
BIHAR,MUZAFFARPUR,2024-2025,123462.49,111162.45,72471.00999999998,65.19378621108115,34545.39,Safe
BIHAR,NALANDA,2024-2025,68770.20000000001,62276.36000000001,47126.47999999999,75.6731446731954,12894.89,Semi-Critical
BIHAR,NAWADA,2024-2025,73094.08,65961.42,32846.45,49.79645677731013,31604.47,Safe
BIHAR,PATNA,2024-2025,108716.22000000002,98029.81,59747.83000000001,60.94863389003814,34932.579999999994,Safe
BIHAR,PURNEA,2024-2025,169604.57,153922.23,58094.92000000001,37.74303425827446,91237.66,Safe
BIHAR,ROHTAS,2024-2025,126082.25999999998,114671.24,34661.96,30.22724791325183,77373.63,Safe
BIHAR,SAHARSA,2024-2025,68751.29000000001,63348.59,23573.200000000004,37.21187795971466,37463.0,Safe
BIHAR,SAMASTIPUR,2024-2025,88644.18999999997,79958.0,54648.73000000001,68.34679456714777,20532.470000000005,Safe
BIHAR,SARAN,2024-2025,111496.83000000002,100795.6,42468.58,42.133366932683565,54682.86,Safe
BIHAR,SHEIKHPURA,2024-2025,18704.17,16973.149999999998,9984.71,58.82649950068196,6556.2,Safe
BIHAR,SHEOHAR,2024-2025,18074.55,16443.37,9065.05,55.12890605757824,6464.08,Safe
BIHAR,SITAMARHI,2024-2025,70842.48,65866.83,30686.44,46.588609167922606,30415.18,Safe
BIHAR,SIWAN,2024-2025,106397.23,96578.65,52352.48,54.20709442511361,40822.37000000001,Safe
BIHAR,SUPAUL,2024-2025,111425.0,101447.59,33512.08,33.03388478720885,64659.09,Safe
BIHAR,VAISHALI,2024-2025,80439.66999999998,72896.53000000001,46397.41,63.64831083180502,25326.68,Safe
BIHAR,WEST CHAMPARAN,2024-2025,185349.09,168862.7,53263.530000000006,31.54250761121313,109710.93,Safe
CHANDIGARH,CHANDIGARH,2024-2025,5215.280000000001,4693.75,3206.89,68.32255659121171,489.25,Safe
CHHATTISGARH,BALOD,2024-2025,40537.46,36617.22,26589.29,72.61416896203482,10323.740000000002,Semi-Critical
CHHATTISGARH,BALODA BAZAR,2024-2025,68035.69,61336.95,26888.98,43.83814323992308,33939.61,Safe
CHHATTISGARH,BALRAMPUR,2024-2025,53542.15,48726.04,13956.839999999998,28.64349329434528,34679.1,Safe
CHHATTISGARH,BASTAR,2024-2025,27585.4,25516.45,9840.53,38.56543523883612,15607.74,Safe
CHHATTISGARH,BEMETARA,2024-2025,47559.83,42803.84,39515.41,92.31744161271511,4146.85,Critical
CHHATTISGARH,BIJAPUR,2024-2025,52298.87,47068.97,5230.5,11.1124165240922,41815.87,Safe
CHHATTISGARH,BILASPUR,2024-2025,51574.25,46974.97,29083.28,61.91229073696055,19486.08,Safe
CHHATTISGARH,DANTEWADA,2024-2025,26944.67,25120.76,4818.25,19.180351231411787,20271.54,Safe
CHHATTISGARH,DHAMTARI,2024-2025,69236.85,62313.170000000006,46081.57,73.95157396101017,16191.02,Semi-Critical
CHHATTISGARH,DURG,2024-2025,43228.39,38905.55,29555.78,75.9680302681751,10623.26,Semi-Critical
CHHATTISGARH,GARIABAND,2024-2025,37123.77,33978.58,21375.89,62.90989794158555,12486.16,Safe
CHHATTISGARH,GOURELA-PENDRA-MARWAHI,2024-2025,14051.759999999998,12812.38,5273.85,41.16214161615563,7392.629999999999,Safe
CHHATTISGARH,JANJGIR-CHAMPA,2024-2025,48623.17,44100.76,11336.82,25.70663181314789,32619.899999999998,Safe
CHHATTISGARH,JASHPUR,2024-2025,36683.380000000005,33849.37,17729.27,52.37695708960018,16071.75,Safe
CHHATTISGARH,KABIRDHAM,2024-2025,73122.15,65847.08,39130.77,59.426735399656295,27487.660000000003,Safe
CHHATTISGARH,KANKER,2024-2025,71204.29,66203.36,26062.08,39.36670283804327,40078.22,Safe
CHHATTISGARH,KHAIRAGARH-CHHUIKHADAN_GANDAI,2024-2025,19737.49,17975.629999999997,11374.54,63.27755967384733,6545.42,Safe
CHHATTISGARH,KONDAGAON,2024-2025,38999.44,36028.57,16288.94,45.21117546436064,19911.5,Safe
CHHATTISGARH,KORBA,2024-2025,49902.82,46997.09,16768.39,35.67963463269747,30060.19,Safe
CHHATTISGARH,KOREA,2024-2025,15215.740000000002,14202.74,7016.530000000001,49.40265047448592,7172.839999999999,Safe
CHHATTISGARH,MAHASAMUND,2024-2025,102935.55,94105.68,56889.0,60.45224900346079,37103.37,Safe
CHHATTISGARH,MANENDRAGARH-CHIRMIRI_BHARATPUR,2024-2025,49937.9,47265.99999999999,9903.02,20.951677738755134,37340.24,Safe
CHHATTISGARH,MOHLA-MANPUR_AMBAGARHCHOWKI,2024-2025,16827.100000000002,15144.39,5816.76,38.40867806494683,9311.580000000002,Safe
CHHATTISGARH,MUNGELI,2024-2025,26845.57,24514.69,11319.44,46.17411029876373,12929.29,Safe
CHHATTISGARH,NARAYANPUR,2024-2025,28045.96,25241.36,2621.34,10.385098108818228,22520.44,Safe
CHHATTISGARH,RAIGARH,2024-2025,42629.55,39100.27,17126.22,43.80077170822606,21864.89,Safe
CHHATTISGARH,RAIPUR,2024-2025,50838.52,46265.25,27771.02,60.02565640518532,19082.98,Safe
CHHATTISGARH,RAJNANDGAON,2024-2025,39358.73,36228.52,24405.79,67.36623522020771,11216.87,Safe
CHHATTISGARH,SAKTI,2024-2025,32962.5,29666.26,14302.03,48.2097507404034,15254.45,Safe
CHHATTISGARH,SARANGARH-BILAIRAGH,2024-2025,24702.91,22549.72,8965.1,39.75703467714899,13443.9,Safe
CHHATTISGARH,SUKMA,2024-2025,45924.83,41767.19,2385.02,5.710271627083364,39371.84,Safe
CHHATTISGARH,SURAJPUR,2024-2025,40857.58,38028.39,24469.620000000003,64.3456638579756,13482.53,Safe
CHHATTISGARH,SURGUJA,2024-2025,43185.86,39608.75,19795.49,49.97756808785937,19756.55,Safe
DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,2024-2025,35657.3,32349.3,3178.65,9.826024056161955,27255.460000000003,Safe
DAMAN AND DIU,DAMAN,2024-2025,2296.29,2181.48,722.1,33.101380714010666,1459.38,Safe
DAMAN AND DIU,DIU,2024-2025,214.72,193.25,64.9,33.58344113842174,128.35,Safe
DELHI,CENTRAL,2024-2025,2566.99,2310.29,1747.05,75.62037666267005,563.24,Semi-Critical
DELHI,EAST,2024-2025,1668.32,1501.4900000000002,1447.79,96.42355260441292,72.21,Critical
DELHI,NAZUL LAND,2024-2025,571.4200000000001,514.28,337.92,65.70739674885277,176.36,Safe
DELHI,NEW DELHI,2024-2025,3028.98,2726.07,3359.65,123.24151617529996,8.57,Over-Exploited
DELHI,NORTH,2024-2025,4724.52,4252.06,3789.81,89.1287987469603,462.25,Semi-Critical
